pv_id;customer_id;timestamp;load;unit_load;reactive;unit_reactive
d77503a8-04a9-4c64-b73b-c4f8594d6a72;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 09:15;6;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a73;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 09:30;10;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a74;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 09:45;14;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a75;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 10:00;16;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a76;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 10:15;22;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a77;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 10:30;24;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a78;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 10:45;24;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a79;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 11:00;32;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a80;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 11:15;30;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a81;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 11:30;32;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a82;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 11:45;36;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a83;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 12:00;44;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a84;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 12:15;52;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a85;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 12:30;56;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a86;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 12:45;60;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a87;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 13:00;58;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a88;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 13:15;54;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a89;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 13:30;52;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a90;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 13:45;50;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a91;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 14:00;48;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a92;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 14:15;46;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a93;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 14:30;38;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a94;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 14:45;36;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a95;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 15:00;28;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a96;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 15:15;24;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a97;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 15:30;18;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a98;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 15:45;10;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a99;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 16:00;8;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a100;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 16:15;4;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a101;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 16:30;2;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a102;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 16:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a103;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 17:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a104;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 17:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a105;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 17:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a106;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 17:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a107;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 18:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a108;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 18:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a109;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 18:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a110;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 18:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a111;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 19:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a112;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 19:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a113;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 19:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a114;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 19:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a115;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 20:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a116;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 20:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a117;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 20:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a118;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 20:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a119;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 21:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a120;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 21:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a121;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 21:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a122;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 21:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a123;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 22:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a124;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 22:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a125;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 22:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a126;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 22:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a127;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 23:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a128;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 23:15;2;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a129;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 23:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a130;fe49a4f1-eac6-4c50-9451-6c45037223ba;01.01.2022 23:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a131;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 00:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a132;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 00:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a133;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 00:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a134;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 00:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a135;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 01:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a136;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 01:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a137;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 01:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a138;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 01:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a139;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 02:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a140;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 02:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a141;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 02:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a142;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 02:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a143;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 03:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a144;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 03:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a145;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 03:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a146;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 03:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a147;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 04:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a148;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 04:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a149;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 04:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a150;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 04:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a151;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 05:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a152;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 05:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a153;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 05:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a154;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 05:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a155;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 06:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a156;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 06:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a157;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 06:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a158;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 06:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a159;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 07:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a160;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 07:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a161;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 07:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a162;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 07:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a163;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 08:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a164;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 08:15;2;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a165;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 08:30;2;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a166;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 08:45;6;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a167;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 09:00;6;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a168;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 09:15;8;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a169;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 09:30;10;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a170;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 09:45;14;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a171;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 10:00;16;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a172;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 10:15;38;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a173;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 10:30;38;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a174;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 10:45;56;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a175;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 11:00;32;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a176;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 11:15;28;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a177;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 11:30;38;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a178;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 11:45;38;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a179;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 12:00;30;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a180;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 12:15;52;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a181;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 12:30;74;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a182;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 12:45;34;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a183;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 13:00;28;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a184;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 13:15;20;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a185;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 13:30;16;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a186;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 13:45;16;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a187;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 14:00;20;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a188;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 14:15;18;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a189;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 14:30;12;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a190;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 14:45;6;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a191;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 15:00;8;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a192;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 15:15;8;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a193;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 15:30;10;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a194;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 15:45;8;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a195;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 16:00;8;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a196;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 16:15;4;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a197;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 16:30;2;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a198;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 16:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a199;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 17:00;0;kW;2;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a200;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 17:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a201;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 17:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a202;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 17:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a203;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 18:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a204;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 18:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a205;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 18:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a206;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 18:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a207;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 19:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a208;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 19:15;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a209;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 19:30;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a210;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 19:45;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a211;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 20:00;0;kW;0;kVarh
d77503a8-04a9-4c64-b73b-c4f8594d6a212;fe49a4f1-eac6-4c50-9451-6c45037223ba;02.01.2022 20:15;0;kW;0;kVarh
